"ccaa" "prov" "sexo" "edad" "nacio" "educ" "situa" "rentah" "factorele" "provsex" "edad2" "edad3" "edad4" "edad5" "edu1" "edu2" "edu3" "nacio1" "situ1" "situ2" "situ3" "uchogar" "rentanorm" "pobre" "dom"
"175" 1 4 1 0 1 0 0 68940 1428.37115 41 0 0 0 0 0 0 0 1 0 0 0 2.1 32828.573 0 7
"176" 1 4 1 0 1 0 0 68940 1428.37115 41 0 0 0 0 0 0 0 1 0 0 0 2.1 32828.573 0 7
"177" 1 4 1 3 1 1 1 10382.431 1126.43101 41 0 1 0 0 1 0 0 1 1 0 0 1 10382.431 0 7
"178" 1 4 2 3 0 3 1 28490.637 953.07473 42 0 1 0 0 0 0 1 0 1 0 0 2 14245.318 0 8
"179" 1 4 2 3 0 1 1 28490.637 953.07473 42 0 1 0 0 1 0 0 0 1 0 0 2 14245.318 0 8
"180" 1 4 2 3 0 3 1 28490.637 953.07473 42 0 1 0 0 0 0 1 0 1 0 0 2 14245.318 0 8
"181" 1 4 1 5 1 1 3 34018 1613.76861 41 0 0 0 1 1 0 0 1 0 0 1 3 11339.333 0 7
"182" 1 4 2 4 1 1 3 34018 1613.76861 42 0 0 1 0 1 0 0 1 0 0 1 3 11339.333 0 8
"183" 1 4 1 3 1 2 1 34018 1613.76861 41 0 1 0 0 0 1 0 1 1 0 0 3 11339.333 0 7
"184" 1 4 2 2 1 2 1 34018 1613.76861 42 1 0 0 0 0 1 0 1 1 0 0 3 11339.333 0 8
"185" 1 4 1 2 1 1 1 34018 1613.76861 41 1 0 0 0 1 0 0 1 1 0 0 3 11339.333 0 7
"186" 1 4 2 3 1 1 1 16398 818.25172 42 0 1 0 0 1 0 0 1 1 0 0 3.4 4822.941 1 8
"187" 1 4 1 4 1 1 3 16398 818.25172 41 0 0 1 0 1 0 0 1 0 0 1 3.4 4822.941 1 7
"188" 1 4 1 5 1 1 3 16398 818.25172 41 0 0 0 1 1 0 0 1 0 0 1 3.4 4822.941 1 7
"189" 1 4 2 5 1 1 3 16398 818.25172 42 0 0 0 1 1 0 0 1 0 0 1 3.4 4822.941 1 8
"190" 1 4 1 0 1 0 0 16398 818.25172 41 0 0 0 0 0 0 0 1 0 0 0 3.4 4822.941 1 7
"191" 1 4 2 0 1 0 0 16398 818.25172 42 0 0 0 0 0 0 0 1 0 0 0 3.4 4822.941 1 8
"192" 1 4 1 0 1 0 0 16398 818.25172 41 0 0 0 0 0 0 0 1 0 0 0 3.4 4822.941 1 7
"193" 1 4 2 3 1 1 3 12700 1066.39313 42 0 1 0 0 1 0 0 1 0 0 1 3.7 3432.432 1 8
"194" 1 4 1 3 1 1 1 12700 1066.39313 41 0 1 0 0 1 0 0 1 1 0 0 3.7 3432.432 1 7
"195" 1 4 1 1 1 0 0 12700 1066.39313 41 0 0 0 0 0 0 0 1 0 0 0 3.7 3432.432 1 7
"196" 1 4 1 1 1 0 0 12700 1066.39313 41 0 0 0 0 0 0 0 1 0 0 0 3.7 3432.432 1 7
"197" 1 4 2 0 1 0 0 12700 1066.39313 42 0 0 0 0 0 0 0 1 0 0 0 3.7 3432.432 1 8
"198" 1 4 2 0 1 0 0 12700 1066.39313 42 0 0 0 0 0 0 0 1 0 0 0 3.7 3432.432 1 8
"199" 1 4 1 0 1 0 0 12700 1066.39313 41 0 0 0 0 0 0 0 1 0 0 0 3.7 3432.432 1 7
"200" 1 4 2 0 1 0 0 12700 1066.39313 42 0 0 0 0 0 0 0 1 0 0 0 3.7 3432.432 1 8
"201" 1 4 2 5 1 1 3 7340 2528.81421 42 0 0 0 1 1 0 0 1 0 0 1 1.5 4893.333 1 8
"202" 1 4 1 5 1 1 3 7340 2528.81421 41 0 0 0 1 1 0 0 1 0 0 1 1.5 4893.333 1 7
"203" 1 4 2 5 1 1 3 5600 1407.26012 42 0 0 0 1 1 0 0 1 0 0 1 1 5600 1 8
"204" 1 4 1 3 1 2 1 13300 1181.3355 41 0 1 0 0 0 1 0 1 1 0 0 2.3 5782.609 1 7
"205" 1 4 2 3 1 1 3 13300 1181.3355 42 0 1 0 0 1 0 0 1 0 0 1 2.3 5782.609 1 8
"206" 1 4 1 2 1 2 3 13300 1181.3355 41 1 0 0 0 0 1 0 1 0 0 1 2.3 5782.609 1 7
